Organisation Name,Town/City,County,Type & Rating,Route
Winton Property Management Limited,London,,Worker (A rating),Skilled Worker
WINTONS REAL ESTATE LTD,London,,Worker (A rating),Skilled Worker
WINT-WI UK LIMITED,London,,Worker (A rating),Skilled Worker
Winvo Limited,London,,Worker (A rating),Skilled Worker
Wipro Appirio UK Limited,London,,Worker (A rating),Skilled Worker
Wire Collective,London,Gloucestershire,Worker (A rating),Skilled Worker
WIRE GLOBAL LTD,London,-- Select State --,Worker (A rating),Skilled Worker
WIREDSCORE UK LIMITED,London,,Worker (A rating),Skilled Worker
Wirepayer Limited,London,,Worker (A rating),Skilled Worker
Wirex Holdings Limited,London,,Worker (A rating),Skilled Worker
Wiscol Limited,London,,Worker (A rating),Skilled Worker
WISE BEST LTD,London,,Worker (A rating),Skilled Worker
WISE HAULIER,London,,Worker (A rating),Skilled Worker
Wise Legal Limited,London,Greater London,Worker (A rating),Skilled Worker
WISE LIFE COUNSELING LTD,London,,Worker (A rating),Skilled Worker
Wise Music Group Limited,London,,Worker (A rating),Skilled Worker
Wise Payments Limited,London,,Worker (A rating),Skilled Worker
WiseAlpha Technologies Limited,London,,Worker (A rating),Skilled Worker
Wisebros Industrial Solutions Limited,London,,Worker (A rating),Skilled Worker
WiseEnergy (Great Britain) Limited,London,,Worker (A rating),Skilled Worker
Wisefull Education Limited,London,,Worker (A rating),Skilled Worker
WISEHART LIMITED,London,,Worker (A rating),Skilled Worker
Wiselinx Executive Education Company Limited,London,,Worker (A rating),Skilled Worker
Wiseman Property Ltd,London,,Worker (A rating),Skilled Worker
Wiser Medicines Ltd,London,Middlesex,Worker (A rating),Skilled Worker
Wiserfunding Limited,London,,Worker (A rating),Skilled Worker
WiseTech Global UK Limited,London,,Worker (A rating),Skilled Worker
Wish Oriental Cooperation Ltd,London,,Worker (A rating),Skilled Worker
WISH4EVR1 Ltd,London,,Worker (A rating),Skilled Worker
Wishful Thinking Ltd.,London,,Worker (A rating),Skilled Worker
Wismettac EMEA Holdings Limited,London,,Worker (A rating),Skilled Worker
WISON OFFSHORE & MARINE (HONG KONG) LIMITED - UK Establishment,London,,Worker (A rating),Skilled Worker
"WISS, JANNEY, ELSTNER LIMITED",London,,Worker (A rating),Skilled Worker
Witbe Ltd,London,,Worker (A rating),Skilled Worker
With Intelligence Limited,London,,Worker (A rating),Skilled Worker
With Public Realtions Ltd.,London,,Worker (A rating),Skilled Worker
With Route Limited,London,London,Worker (A rating),Skilled Worker
Witherford Watson Mann Architects,London,,Worker (A rating),Skilled Worker
Withers & Rogers LLP,London,London,Worker (A rating),Skilled Worker
Withers Professional Services Limited,London,,Worker (A rating),Skilled Worker
Within Design Limited,London,,Worker (A rating),Skilled Worker
Within People Ltd.,London,,Worker (A rating),Skilled Worker
WithSecure Limited,London,,Worker (A rating),Skilled Worker
Witt/Kieffer International Limited,London,,Worker (A rating),Skilled Worker
WIV Global Ltd T/A Winter in Venice,London,,Worker (A rating),Skilled Worker
WIVRO LTD,London,,Worker (A rating),Skilled Worker
WIX.COM (UK) LIMITED,London,,Worker (A rating),Skilled Worker
Wiz Cloud Limited,London,,Worker (A rating),Skilled Worker
Wizard Video,London,,Worker (A rating),Skilled Worker
Wizzard Limited,London,,Worker (A rating),Skilled Worker
WJR Developments UK Limited,London,,Worker (A rating),Skilled Worker
WJX FOOD UK LTD,London,,Worker (A rating),Skilled Worker
WKMT Ltd.,London,London,Worker (A rating),Skilled Worker
WLS LIMITED,London,,Worker (A rating),Skilled Worker
Wluper Ltd.,London,,Worker (A rating),Skilled Worker
WMC Capital Ltd,London,,Worker (A rating),Skilled Worker
WME Consultants Ltd,London,,Worker (A rating),Skilled Worker
WMG Management Europe Limited,London,,Worker (A rating),Skilled Worker
WMG SERVICES LIMITED,London,,Worker (A rating),Skilled Worker
WMGS Europe Limited,London,,Worker (A rating),Skilled Worker
WNGZ E5 LTD,London,,Worker (A rating),Skilled Worker
WNGZ HOLDINGS LTD,London,,Worker (A rating),Skilled Worker
WNS Global Services (UK),London,,Worker (A rating),Skilled Worker
WobbleWorks (UK) Limited,London,,Worker (A rating),Skilled Worker
WODENSOFT LTD,London,,Worker (A rating),Skilled Worker
Wok to Walk,London,Greater London,Worker (A rating),Skilled Worker
Wolf & Badger Ltd,London,,Worker (A rating),Skilled Worker
Wolf Consulting & Management Ltd,London,,Worker (A rating),Skilled Worker
Wolfe Research (UK) Limited,London,,Worker (A rating),Skilled Worker
Wolfe Vets Limited,London,,Worker (A rating),Skilled Worker
Wolfmatrix Limited,London,,Worker (A rating),Skilled Worker
Wolfson Associates Limited,London,,Worker (A rating),Skilled Worker
Wolt Development UK Ltd,London,,Worker (A rating),Skilled Worker
Wolters Kluwer Financial Services UK Ltd,London,,Worker (A rating),Skilled Worker
WOLTERS KLUWER HEALTH (MEDICAL RESEARCH) LTD,London,,Worker (A rating),Skilled Worker
Wolters Kluwer Tax and Accounting Ltd,London,,Worker (A rating),Skilled Worker
Wolverine Europe Limited,London,Greater London,Worker (A rating),Skilled Worker
Wolveshill Consulting Ltd,London,,Worker (A rating),Skilled Worker
Woman United,London,,Worker (A rating),Skilled Worker
Womankind Worldwide,London,,Worker (A rating),Skilled Worker
Womble Bond Dickinson (UK) LLP,London,,Worker (A rating),Skilled Worker
Women for Women International UK,London,--None--,Worker (A rating),Skilled Worker
Women's Pioneer Housing,London,,Worker (A rating),Skilled Worker
Wonder Chicken Ltd. T/As Chicken Wonder,London,,Worker (A rating),Skilled Worker
WONDER FOUNDATION,London,,Worker (A rating),Skilled Worker
Wonder Glass Ltd,London,,Worker (A rating),Skilled Worker
Wonder Works Limited,London,,Worker (A rating),Skilled Worker
Wondercraft Tech Ltd,London,,Worker (A rating),Skilled Worker
Wonderfield Group Limited,London,,Worker (A rating),Skilled Worker
Wonderland Agency,London,,Worker (A rating),Skilled Worker
Wonders of Maths Ltd,London,,Worker (A rating),Skilled Worker
WONDERSKIN EUROPE LTD,London,,Worker (A rating),Skilled Worker
WONDERTALES LIMITED,London,,Worker (A rating),Skilled Worker
Wonderworks Communications Ltd,London,,Worker (A rating),Skilled Worker
Wong Lange Ltd,London,,Worker (A rating),Skilled Worker
Woo Architects Ltd,London,,Worker (A rating),Skilled Worker
Wood Green Specsavers Hearcare Ltd,London,,Worker (A rating),Skilled Worker
Wood Thilsted Partners Ltd,London,,Worker (A rating),Skilled Worker
Woodalls Design LLP,London,,Worker (A rating),Skilled Worker
Woodard Academies Trust,London,,Worker (A rating),Skilled Worker
WOODBERRY CARE LTD,London,,Worker (A rating),Skilled Worker
Woodberry Down Dental Practice,London,,Worker (A rating),Skilled Worker
Woodberry Grove Ltd,London,,Worker (A rating),Skilled Worker
Woodcock Notary Public Limited,London,,Worker (A rating),Skilled Worker
Woodentops Abbeville Village Limited,London,,Worker (A rating),Skilled Worker
Woodhall Capital International,London,,Worker (A rating),Skilled Worker
Woodham Enterprises LTD,London,,Worker (A rating),Skilled Worker
Woodland Business Services Ltd,London,Essex,Worker (A rating),Skilled Worker
WOODLAND PROPERTIES MANAGEMENT LTD,London,,Worker (A rating),Skilled Worker
Woodlands Home Nursery Limited,London,North Finchley,Worker (A rating),Skilled Worker
Woodlands Nurseries,London,,Worker (A rating),Skilled Worker
Woodnut Construction & Developments Ltd,London,London,Worker (A rating),Skilled Worker
Woods Bagot Europe Ltd,London,,Worker (A rating),Skilled Worker
Woodsford Group Limited,London,,Worker (A rating),Skilled Worker
Woodsford Tradebridge Limited,London,,Worker (A rating),Skilled Worker
WOODSIDE ENERGY (UK) LIMITED,London,,Worker (A rating),Skilled Worker
Woodside Secretaries Limited,London,Greater London,Worker (A rating),Skilled Worker
Woodside trading Limited,London,,Worker (A rating),Skilled Worker
Woolmark International Pty Ltd,London,,Worker (A rating),Skilled Worker
WOOLTARI LTD,London,,Worker (A rating),Skilled Worker
WOOLWICH HAIR & COSMETICS LTD,London,,Worker (A rating),Skilled Worker
WOOLWICH SABINA HAIR AND COSMETICS LIMITED,London,,Worker (A rating),Skilled Worker
Woori Bank,London,,Worker (A rating),Skilled Worker
Woozle Research Limited,London,Hammersmith,Worker (A rating),Skilled Worker
Word on the Curb Ltd,London,,Worker (A rating),Skilled Worker
Wordbank Marketing Limited,London,,Worker (A rating),Skilled Worker
Words and Pixels PR Ltd,London,,Worker (A rating),Skilled Worker
Wordsearch Communications Ltd,London,,Worker (A rating),Skilled Worker
Wordsmith AI Ltd,London,,Worker (A rating),Skilled Worker
WORDSWORTH HEALTH CENTRE,London,,Worker (A rating),Skilled Worker
WORK CENTRE LTD,London,,Worker (A rating),Skilled Worker
WORK LIMITED,London,,Worker (A rating),Skilled Worker
Work Rights Centre (WORC),London,,Worker (A rating),Skilled Worker
Work Work Ltd,London,,Worker (A rating),Skilled Worker
Work Zone Construction (UK) Ltd,London,,Worker (A rating),Skilled Worker
Work.Life Holdings Limited,London,London,Worker (A rating),Skilled Worker
Work.Life Holdings Limited,London,,Worker (A rating),Skilled Worker
Workato UK Ltd,London,,Worker (A rating),Skilled Worker
Workday (UK) Limited,London,,Worker (A rating),Skilled Worker
Workforce Employment Solutions Limited,London,,Worker (A rating),Skilled Worker
Workforce HCM Limited,London,,Worker (A rating),Skilled Worker
Working Kitchens Limited,London,,Worker (A rating),Skilled Worker
Workiva UK Ltd,London,,Worker (A rating),Skilled Worker
Worklio Ltd,London,,Worker (A rating),Skilled Worker
WORKPERMITCLOUD LIMITED,London,,Worker (A rating),Skilled Worker
Workplace Health Solutions Ltd,London,,Worker (A rating),Skilled Worker
WORKPLACE OPTIONS LIMITED,London,,Worker (A rating),Skilled Worker
WORKSHOPIX LTD,London,,Worker (A rating),Skilled Worker
Worksome Ltd,London,,Worker (A rating),Skilled Worker
World Adventures Limited,London,,Worker (A rating),Skilled Worker
World Animal Protection,London,,Worker (A rating),Skilled Worker
World Association of Girl Guides & Girl Scouts,London,,Worker (A rating),Skilled Worker
World Association of Nuclear Operators,London,,Worker (A rating),Skilled Worker
World Brands Duty Free Ltd,London,,Worker (A rating),Skilled Worker
World Confederation for Physical Therapy,London,,Worker (A rating),Skilled Worker
World Energy Council,London,,Worker (A rating),Skilled Worker
World Federation of Advertisers-UK,London,,Worker (A rating),Skilled Worker
World First UK Limited,London,,Worker (A rating),Skilled Worker
World Fuel Services Europe Limited,London,,Worker (A rating),Skilled Worker
World Gourmet Restaurant Limited,London,London,Worker (A rating),Skilled Worker
World Hepatitis Alliance,London,,Worker (A rating),Skilled Worker
World in Motion Limited,London,London,Worker (A rating),Skilled Worker
World Jewish Relief,London,,Worker (A rating),Skilled Worker
World Learning Academy Limited t/a Galaxy Tuition,London,,Worker (A rating),Skilled Worker
World Makers Limited,London,London,Worker (A rating),Skilled Worker
World Memon Organisation Charitable Foundation,London,,Worker (A rating),Skilled Worker
World Nuclear Association,London,,Worker (A rating),Skilled Worker
World Nuclear Transport Ltd,London,,Worker (A rating),Skilled Worker
World Of Jewels Limited,London,,Worker (A rating),Skilled Worker
World ORT Trust,London,,Worker (A rating),Skilled Worker
World Rugby Services UK Limited,London,,Worker (A rating),Skilled Worker
WORLD SAILING UK LTD,London,,Worker (A rating),Skilled Worker
World Shipping Council Limited,London,,Worker (A rating),Skilled Worker
World Shirdi Sai Baba Organisation (UK),London,,Worker (A rating),Skilled Worker
World Star Aviation (UK) Limited,London,,Worker (A rating),Skilled Worker
World Travel & Tourism Council,London,,Worker (A rating),Skilled Worker
World Waterside Ltd t/a RiverHomes,London,,Worker (A rating),Skilled Worker
WORLD WIDE SHOES LLP,London,London,Worker (A rating),Skilled Worker
World Wrestling Entertainment (International) Limited,London,,Worker (A rating),Skilled Worker
WORLDONE RESEARCH LTD,London,,Worker (A rating),Skilled Worker
WORLDOVER LTD,London,,Worker (A rating),Skilled Worker
WorldPay (UK) Ltd,London,,Worker (A rating),Skilled Worker
WorldRemit Ltd,London,,Worker (A rating),Skilled Worker
WORLDVIEW UK LIMITED,London,London,Worker (A rating),Skilled Worker
WORLDWIDE BUSINESS RESEARCH LIMITED,London,,Worker (A rating),Skilled Worker
Worldwide Flight Services Limited,London,,Worker (A rating),Skilled Worker
Worldwide Freight Logistics Ltd,London,,Worker (A rating),Skilled Worker
Worldwide Furniture London Limited,London,,Worker (A rating),Skilled Worker
Worldwide Global Brands Ltd,London,,Worker (A rating),Skilled Worker
Worldwide Production Agency,London,,Worker (A rating),Skilled Worker
WORLDWIDE WEST 2 EAST SERVICES LTD T/A World Wide Services,London,,Worker (A rating),Skilled Worker
Woven by Toyota UK Limited,London,,Worker (A rating),Skilled Worker
Woven Floors Ltd,London,,Worker (A rating),Skilled Worker
WovenLight Limited,London,,Worker (A rating),Skilled Worker
Wowcher Limited,London,,Worker (A rating),Skilled Worker
WP3 Ltd,London,,Worker (A rating),Skilled Worker
WPI Economics,London,London,Worker (A rating),Skilled Worker
WPN Chameleon Limited,London,,Worker (A rating),Skilled Worker
WPP 2005 Limited,London,,Worker (A rating),Skilled Worker
WPP Brands (UK) Limited,London,,Worker (A rating),Skilled Worker
WPWA Limited,London,,Worker (A rating),Skilled Worker
WR Global Limited,London,,Worker (A rating),Skilled Worker
WR York Limited/TA York Estates Knightsbridge,London,,Worker (A rating),Skilled Worker
WRAC,London,MIDDLESEX,Worker (A rating),Skilled Worker
Wrap Wiz Limited,London,,Worker (A rating),Skilled Worker
Wren Academy,London,,Worker (A rating),Skilled Worker
Wren House Infrastructure Management Limited,London,,Worker (A rating),Skilled Worker
WRH Ltd,London,,Worker (A rating),Skilled Worker
Wright & Wright Architects LLP,London,,Worker (A rating),Skilled Worker
Wright Brothers Oyster House Limited,London,,Worker (A rating),Skilled Worker
Wrigley Ronan Property,London,,Worker (A rating),Skilled Worker
Writer's Landing Ltd,London,,Worker (A rating),Skilled Worker
Written Byte Ltd.,London,,Worker (A rating),Skilled Worker
Wrought Iron Worx Limited,London,,Worker (A rating),Skilled Worker
WRT Technologies Limited,London,,Worker (A rating),Skilled Worker
WSA Tax Limited,London,Greater London,Worker (A rating),Skilled Worker
WSELP Manco Ltd,London,,Worker (A rating),Skilled Worker
WSO2 (UK) Limited,London,,Worker (A rating),Skilled Worker
WSOGMM LTD,London,,Worker (A rating),Skilled Worker
WSP Group Limited,London,,Worker (A rating),Skilled Worker
WSRW t/a U-Dox,London,,Worker (A rating),Skilled Worker
Wst Trip Ltd,London,,Worker (A rating),Skilled Worker
WTA Tour Inc,London,,Worker (A rating),Skilled Worker
WTS 2020 Limited,London,,Worker (A rating),Skilled Worker
WTW FILMS LIMITED,London,,Worker (A rating),Skilled Worker
WU ASSOCIATES LIMITED,London,London,Worker (A rating),Skilled Worker
Wunderkind Technologies UK Ltd,London,,Worker (A rating),Skilled Worker
WuXi Biologics UK Ltd,London,,Worker (A rating),Skilled Worker
WUZO LTD,London,,Worker (A rating),Skilled Worker
Wve Money Limited,London,,Worker (A rating),Skilled Worker
WWT EMEA UK Limited,London,,Worker (A rating),Skilled Worker
Wynden Stark Limited,London,,Worker (A rating),Skilled Worker
Wyndham Hotel Group Europe Limited,London,,Worker (A rating),Skilled Worker
WYNGZ E14 LTD,London,,Worker (A rating),Skilled Worker
Wyvil Primary School,London,,Worker (A rating),Skilled Worker
X CLUB LIMITED,London,,Worker (A rating),Skilled Worker
X2X Limited,London,,Worker (A rating),Skilled Worker
X4 Group Ltd,London,,Worker (A rating),Skilled Worker
Xactly Limited,London,,Worker (A rating),Skilled Worker
Xanadu Consultancy Limited,London,,Worker (A rating),Skilled Worker
Xanda Ltd,London,,Worker (A rating),Skilled Worker
Xantaro UK Ltd,London,,Worker (A rating),Skilled Worker
Xara Computers (UK) Limited t/a XC360,London,,Worker (A rating),Skilled Worker
Xbridge Limited T/A Simply Business,London,,Worker (A rating),Skilled Worker
XCALIBER CUT LTD,London,,Worker (A rating),Skilled Worker
XCap Ecosystem Ltd,London,,Worker (A rating),Skilled Worker
Xceedance Limited,London,,Worker (A rating),Skilled Worker
XCELLENCE CAR HIRE LTD,London,,Worker (A rating),Skilled Worker
Xcelyst Limited,London,,Worker (A rating),Skilled Worker
Xceptor Ltd,London,,Worker (A rating),Skilled Worker
XCO2 Energy,London,,Worker (A rating),Skilled Worker
XD ACUPUNCTURE & MASSAGE LTD,London,,Worker (A rating),Skilled Worker
XDEFI Technologies Ltd (trading as XDEFI Wallet),London,Middlesex,Worker (A rating),Skilled Worker
